,MAC,SSID,AuthMode,FirstSeen,Channel,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type,size,color
9400,70:5d:cc:61:1b:30,Bayes Lab 2.4GHz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 03:23:01,2,-80,███████████████,█████████████████,92.2,7.599999904632568,WIFI,1,16711680
9401,54:78:1a:5e:79:5e,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:01,36,-89,██████████████████,███████████████,92.2,7.599999904632568,WIFI,1,16711680
9402,33:57:a8:dc:6c:5f,,Misc,2022-11-09 03:23:02,0,-96,███████████████████,█████████,92.3,7.699999809265137,BLE,1,16711680
9403,58:0e:cc:dc:33:d8,,Misc,2022-11-09 03:23:02,7936,-78,███,███████████████████,92.3,7.699999809265137,BLE,1,16711680
9404,f4:90:ef:3f:70:21,,Misc,2022-11-09 03:23:02,0,-97,██████████,█████████████████,92.3,7.699999809265137,BLE,1,16711680
9405,5e:36:ee:6c:e7:27,,Misc,2022-11-09 03:23:02,0,-90,████████████████████,███████,92.3,7.699999809265137,BLE,1,16711680
9406,d7:5e:a8:0d:f0:95,,Misc,2022-11-09 03:23:02,0,-93,████,████████████████████,92.3,7.699999809265137,BLE,1,16711680
9407,60:2e:dc:4e:84:49,,Misc,2022-11-09 03:23:02,0,-94,██████████████████,██████████,92.3,7.699999809265137,BLE,1,16711680
9408,51:98:75:8e:4a:44,,Misc,2022-11-09 03:23:02,7936,-84,█████,████████████████,92.3,7.699999809265137,BLE,1,16711680
9409,62:20:c8:82:3b:8b,,Misc,2022-11-09 03:23:06,0,-94,████,███████,92.7,8.100000381469727,BLE,1,16711680
9410,c1:13:ed:9d:8f:ce,,Misc,2022-11-09 03:23:06,0,-85,███████████████████,█████████████████,92.7,8.100000381469727,BLE,1,16711680
9411,47:49:0d:ba:23:63,,Misc,2022-11-09 03:23:06,0,-95,████,█████████,92.7,8.100000381469727,BLE,1,16711680
9412,f5:9c:e6:c6:4c:16,,Misc,2022-11-09 03:23:06,0,-98,█████████████████,██████,92.7,8.100000381469727,BLE,1,16711680
9413,38:90:a5:60:29:ef,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:10,48,-84,███,███████████████,93.0,8.300000190734863,WIFI,1,16711680
9414,38:90:a5:60:29:ee,████████████,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:10,48,-84,█████████████,███████████████████,93.0,8.300000190734863,WIFI,1,16711680
9415,c0:62:6b:84:6d:ff,████████████,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:10,100,-87,███████████████████,███████,93.0,8.300000190734863,WIFI,1,16711680
9416,88:f0:77:ac:6e:0e,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:10,36,-86,███████████████████,███████████,93.0,8.300000190734863,WIFI,1,16711680
9417,90:9f:33:af:db:84,Kubs 5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 03:23:10,149,-84,█████████████,██████████████,93.0,8.300000190734863,WIFI,1,16711680
9418,88:f0:77:be:95:11,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:10,9,-47,██████████████████,█████████████,93.0,8.300000190734863,WIFI,1,16711680
9419,f4:90:ef:3f:70:21,,Misc,2022-11-09 03:23:12,0,-89,██████████████,█████████████,93.1,8.100000381469727,BLE,1,16711680
9420,f4:95:16:36:4a:ed,,Misc,2022-11-09 03:23:12,0,-97,█████,█████████████████,93.1,8.100000381469727,BLE,1,16711680
9421,71:c2:27:b3:17:d2,,Misc,2022-11-09 03:23:12,0,-94,██████████████,████████████████████,93.1,8.100000381469727,BLE,1,16711680
9422,21:19:c2:be:7b:75,,Uncategorized;10,2022-11-09 03:23:12,7936,-93,███,██████████,93.1,8.100000381469727,BT,1,16711680
9423,70:ee:77:4d:e3:93,,Uncategorized;10,2022-11-09 03:23:16,7936,-74,███,██████████████████,93.5,7.900000095367432,BT,1,16711680
9424,51:68:e0:07:44:d1,,Misc,2022-11-09 03:23:16,0,-82,████████████████,█████████,93.5,7.900000095367432,BLE,1,16711680
9425,fd:56:91:e9:c7:45,,Misc,2022-11-09 03:23:16,0,-90,██████,██████████,93.5,7.900000095367432,BLE,1,16711680
9426,5d:00:c3:56:30:c2,,Misc,2022-11-09 03:23:16,0,-93,███████████,███████,93.5,7.900000095367432,BLE,1,16711680
9427,4b:9f:17:28:dd:84,,Misc,2022-11-09 03:23:16,7936,-80,████,███████████████,93.5,7.900000095367432,BLE,1,16711680
9428,62:52:e8:3e:64:97,,Misc,2022-11-09 03:23:16,0,-87,███████████,███████,93.5,7.900000095367432,BLE,1,16711680
9429,67:02:b8:da:7d:6e,,Misc,2022-11-09 03:23:16,0,-92,████████,█████████████████,93.5,7.900000095367432,BLE,1,16711680
9430,88:f0:77:ac:94:d1,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:19,9,-79,████████████████,█████████████,93.7,7.900000095367432,WIFI,1,16711680
9431,54:78:1a:21:ea:61,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:19,9,-76,████████████████,██████,93.7,7.900000095367432,WIFI,1,16711680
9432,54:78:1a:5e:7b:ce,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:19,100,-69,████████████████,███████████████,93.7,7.900000095367432,WIFI,1,16711680
9433,86:25:19:08:f4:81,DIRECT-V2C48x Series,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 03:23:19,1,-77,██████████████████,███████████████████,93.7,7.900000095367432,WIFI,1,16711680
9434,54:78:1a:5e:7b:df,████████████,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:19,44,-84,████████,█████████████████,93.7,7.900000095367432,WIFI,1,16711680
9435,fd:d3:89:ea:0e:4d,,Misc,2022-11-09 03:23:22,0,-87,████████,████████████,93.8,7.800000190734863,BLE,1,16711680
9436,f3:eb:85:3f:0c:b8,,Misc,2022-11-09 03:23:22,0,-87,██████████,█████,93.8,7.800000190734863,BLE,1,16711680
9437,eb:6e:e5:f4:48:d7,,Misc,2022-11-09 03:23:22,0,-98,█████████████████,██████,93.8,7.800000190734863,BLE,1,16711680
9438,7a:d0:cf:94:88:15,,Misc,2022-11-09 03:23:22,0,-87,████████████████,████████████████,93.8,7.800000190734863,BLE,1,16711680
9439,ea:68:0c:46:3d:11,,Misc,2022-11-09 03:23:22,0,-96,███,█████████,93.8,7.800000190734863,BLE,1,16711680
9440,c9:a2:30:71:73:3c,Instinct,Uncategorized;12,2022-11-09 03:23:22,7936,-47,██████████████████,███████████████,93.8,7.800000190734863,BT,1,16711680
9441,53:04:fa:53:ca:92,,Misc,2022-11-09 03:23:22,0,-95,███████████,███████████████████,93.8,7.800000190734863,BLE,1,16711680
9442,db:d7:b5:1e:6b:4f,,Misc,2022-11-09 03:23:26,0,-92,█████████████████,████████████████████,93.9,7.5,BLE,1,16711680
9443,54:78:1a:5e:65:8f,████████████,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:28,44,-85,████████████,███████████,93.9,7.199999809265137,WIFI,1,16711680
9444,70:5d:cc:ad:89:34,startup214_1 2.4Ghz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 03:23:28,11,-54,██████████,██████████████████,93.9,7.199999809265137,WIFI,1,16711680
9445,70:5d:cc:ad:89:36,startup214_1 5Ghz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 03:23:28,149,-51,████████,███,93.9,7.199999809265137,WIFI,1,16711680
9446,5d:46:d9:fc:01:53,,Misc,2022-11-09 03:23:29,7936,-82,████████████████████,██████████,94.0,7.099999904632568,BLE,1,16711680
9447,23:04:b0:6b:15:64,,Misc,2022-11-09 03:23:31,0,-72,███,████████,94.1,6.900000095367432,BLE,1,16711680
9448,ce:de:17:00:f9:66,,Misc,2022-11-09 03:23:37,0,-86,███████████,██████████████████,94.2,6.800000190734863,BLE,1,16711680
9449,71:f1:44:64:c7:9d,,Misc,2022-11-09 03:23:37,0,-98,█████████████████,██████████████████,94.2,6.800000190734863,BLE,1,16711680
9450,ff:86:f4:86:4b:e2,,Misc,2022-11-09 03:23:37,0,-86,██████,███████████████,94.2,6.800000190734863,BLE,1,16711680
9451,26:a6:0d:de:ba:d6,,Misc,2022-11-09 03:23:37,0,-96,███████████,███████████████,94.2,6.800000190734863,BLE,1,16711680
9452,88:f0:77:ac:6c:11,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:37,1,-50,█████████████,███████████████,94.2,6.800000190734863,WIFI,1,16711680
9453,38:0e:4d:72:eb:ae,████████████,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:37,64,-88,███,██████████████████,94.2,6.800000190734863,WIFI,1,16711680
9454,38:0e:4d:72:eb:af,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:37,64,-89,██████████████████,█████████████,94.2,6.800000190734863,WIFI,1,16711680
9455,8c:85:90:65:60:d5,???? MacBook Pro,Laptop;10,2022-11-09 03:23:39,268,-71,███,███████████████████,94.3,6.900000095367432,BT,1,16711680
9456,47:84:e5:f1:04:d0,,Misc,2022-11-09 03:23:40,7936,-80,███████████████████,█████████,94.3,6.900000095367432,BLE,1,16711680
9457,59:10:25:ac:90:17,,Misc,2022-11-09 03:23:42,0,-94,█████,████████████,94.4,7.0,BLE,1,16711680
9458,63:d6:c0:e5:82:33,,Uncategorized;10,2022-11-09 03:23:43,7936,-91,██████████,███████████████████,94.4,7.099999904632568,BT,1,16711680
9459,70:5d:cc:ab:fa:9b,iptime_SDG,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 03:23:46,36,-90,███████████,███████,94.5,7.199999809265137,WIFI,1,16711680
9460,88:f0:77:ac:70:9e,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:46,100,-87,███████████,█████████████,94.5,7.199999809265137,WIFI,1,16711680
9461,38:0e:4d:72:eb:ae,████████████,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:46,64,-83,█████████████████,██████████████,94.5,7.199999809265137,WIFI,1,16711680
9462,38:0e:4d:72:eb:af,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 03:23:46,64,-83,██████████████,███████████,94.5,7.199999809265137,WIFI,1,16711680
9463,4e:81:1a:4e:f2:a1,,Misc,2022-11-09 03:23:47,0,-83,█████████████████,████,94.5,7.199999809265137,BLE,1,16711680
9464,d1:26:de:31:82:3c,,Misc,2022-11-09 03:23:47,0,-95,███████,██████,94.5,7.199999809265137,BLE,1,16711680
9465,42:24:3c:53:34:e5,,Misc,2022-11-09 03:23:52,7936,-99,███████████████████,████,94.7,7.400000095367432,BLE,1,16711680
9466,d2:cd:38:5e:93:78,,Misc,2022-11-09 03:23:52,0,-94,███,███████████████,94.7,7.400000095367432,BLE,1,16711680
9467,c0:06:a2:ce:a3:cf,LE_WH-1000XM4,Misc,2022-11-09 03:23:52,7936,-82,██████,████,94.7,7.400000095367432,BLE,1,16711680
9468,d7:5e:a8:0d:f0:95,,Misc,2022-11-09 03:23:57,0,-86,██████████████,███████,94.8,7.300000190734863,BLE,1,16711680
9469,f9:7b:56:58:5b:bf,,Misc,2022-11-09 03:23:57,0,-79,████████████,████,94.8,7.300000190734863,BLE,1,16711680
9470,6b:31:e5:4a:b1:b9,,Misc,2022-11-09 03:23:57,7936,-84,███,████████████████,94.8,7.300000190734863,BLE,1,16711680
9471,f4:25:b0:d5:64:04,,Misc,2022-11-09 03:23:57,0,-101,███████████,█████████,94.8,7.300000190734863,BLE,1,16711680
9472,46:6e:ed:20:bb:75,,Uncategorized;10,2022-11-09 03:23:58,7936,-96,█████████,███████████████████,94.9,7.300000190734863,BT,1,16711680
9473,41:ab:8f:3e:06:0e,,Uncategorized;10,2022-11-09 03:24:00,7936,-96,█████████████,████████████████████,95.0,7.300000190734863,BT,1,16711680
9474,42:24:3c:53:34:e5,,Misc,2022-11-09 03:24:01,7936,-91,████████,█████████████████,95.0,7.300000190734863,BLE,1,16711680
9475,f3:46:0f:96:f6:19,,Misc,2022-11-09 03:24:02,0,-99,███████████,███████████,95.0,7.400000095367432,BLE,1,16711680
9476,06:d8:32:50:29:a0,,Misc,2022-11-09 03:24:02,0,-99,█████████,████,95.0,7.400000095367432,BLE,1,16711680
9477,f9:aa:c9:6a:bb:36,,Misc,2022-11-09 03:24:07,0,-86,██████,████,93.6,6.800000190734863,BLE,1,16711680
9478,ed:a1:e1:61:82:ea,,Misc,2022-11-09 03:24:07,0,-87,███,██████████████,93.6,6.800000190734863,BLE,1,16711680
9479,c1:f7:7b:cd:45:e6,,Misc,2022-11-09 03:24:07,0,-94,████████████,█████,93.6,6.800000190734863,BLE,1,16711680
9480,ed:f6:ff:18:08:64,,Misc,2022-11-09 03:24:07,0,-79,██████,████,93.6,6.800000190734863,BLE,1,16711680
9481,a0:c5:89:69:71:b0,███████████████,Laptop;10,2022-11-09 03:24:07,268,-88,████████████████,███████████████,93.6,6.800000190734863,BT,1,16711680
9482,dc:90:88:1d:6e:8d,LGUPLUS-2304,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 04:03:13,1,-44,██████████████,███████████████████,74.0,4.400000095367432,WIFI,1,16711680
9483,52:81:40:e9:24:f6,DIRECT-F6-HP ,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 04:03:13,6,-83,███████████████,█████████████,74.0,4.400000095367432,WIFI,1,16711680
9484,70:5d:cc:80:cf:48,Choi_Jo,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 04:03:13,13,-72,███████████████████,████████████████████,74.0,4.400000095367432,WIFI,1,16711680
9485,70:5d:cc:80:ae:f4,TestNet,[ESS][WPS],2022-11-09 04:03:13,1,-71,█████████████████,████████,74.0,4.400000095367432,WIFI,1,16711680
9486,58:86:94:20:9f:68,??????,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 04:03:13,9,-73,████,█████████████████,74.0,4.400000095367432,WIFI,1,16711680
9487,38:0e:4d:cc:d6:af,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 04:03:13,149,-87,████████████████████,██████████████,74.0,4.400000095367432,WIFI,1,16711680
9488,62:09:ce:a5:2c:b7,Noah's Galaxy S22 Ultra,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-11-09 04:03:13,6,-63,███,████████████████,74.0,4.400000095367432,WIFI,1,16711680
9489,9a:87:77:76:86:27,iPhone,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-11-09 04:03:13,1,-56,██████████████,████,74.0,4.400000095367432,WIFI,1,16711680
9490,72:5d:cc:c3:14:3c,HM519 5Ghz,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 04:03:13,149,-87,██████████,███████████████,74.0,4.400000095367432,WIFI,1,16711680
9491,5a:86:94:21:9f:68,iptime_setup,[ESS],2022-11-09 04:03:13,9,-84,████████████,██████,74.0,4.400000095367432,WIFI,1,16711680
9492,38:0e:4d:c7:3d:4f,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 04:03:13,48,-80,███████████████,█████████████████,74.0,4.400000095367432,WIFI,1,16711680
9493,38:0e:4d:c7:3d:4e,████████████,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 04:03:13,48,-79,███████,██████████████████,74.0,4.400000095367432,WIFI,1,16711680
9494,58:86:94:46:03:68,iptime5G_303,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 04:03:13,36,-76,████████,███████████████████,74.0,4.400000095367432,WIFI,1,16711680
9495,90:9f:33:8c:62:b2,316.24,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 04:03:13,5,-89,██████████████████,████████████,74.0,4.400000095367432,WIFI,1,16711680
9496,70:5d:cc:80:cf:4a,Choi_Jo_5G,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 04:03:13,149,-75,███████████████,███,74.0,4.400000095367432,WIFI,1,16711680
9497,a4:9b:cd:24:6a:4f,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 04:03:13,36,-85,██████████,█████████████,74.0,4.400000095367432,WIFI,1,16711680
9498,a4:9b:cd:24:6a:4e,████████████,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 04:03:13,36,-85,████████████,███████████████████,74.0,4.400000095367432,WIFI,1,16711680
9499,f2:6f:62:5b:4d:dd,,Uncategorized,2022-11-09 04:03:13,7936,-70,██████████,███████████,74.0,4.400000095367432,BT,1,16711680
9500,70:a8:d3:13:49:07,SAE4AM,Laptop;10,2022-11-09 04:03:13,268,-93,████████,█████████████,74.0,4.400000095367432,BT,1,16711680
9501,74:af:06:9f:15:7b,,Uncategorized;10,2022-11-09 04:03:14,7936,-72,██████████,███████████,74.1,4.099999904632568,BT,1,16711680
9502,48:b8:48:2e:92:d3,,Uncategorized;10,2022-11-09 04:03:14,7936,-68,███████████,█████,74.1,4.099999904632568,BT,1,16711680
9503,65:a5:5b:2f:da:f3,,Uncategorized;10,2022-11-09 04:03:14,7936,-63,████,█████████,74.1,4.099999904632568,BT,1,16711680
9504,65:75:1b:e5:43:91,,Uncategorized;10,2022-11-09 04:03:15,7936,-63,███████████████████,██████████████,74.1,3.700000047683716,BT,1,16711680
9505,01:67:a4:48:3b:2e,,Uncategorized;10,2022-11-09 04:03:15,7936,-91,██████,███████████,74.1,3.700000047683716,BT,1,16711680
9506,73:61:61:57:68:f4,,Uncategorized;10,2022-11-09 04:03:15,7936,-91,███████████,█████,74.1,3.700000047683716,BT,1,16711680
9507,5a:da:78:75:76:7f,,Uncategorized;10,2022-11-09 04:03:17,7936,-85,████████████████████,███████████████████,74.2,4.0,BT,1,16711680
9508,a4:9b:cd:25:85:ed,████████████,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 05:48:25,149,-67,██████████████████,███,40.900001525878906,12.48799991607666,WIFI,1,16711680
9509,a4:9b:cd:25:85:ef,eduroam,[WPA2-EAP/SHA1-CCMP][RSN-EAP/SHA1-CCMP][ESS],2022-11-09 05:48:25,149,-67,█████████████████,█████,40.900001525878906,12.48799991607666,WIFI,1,16711680
9510,06:c5:03:30:ef:fc,Cereal,[WPA2-PSK-CCMP][RSN-PSK+SAE-CCMP][ESS],2022-11-09 05:48:25,6,-76,███████████,███████████████████,40.900001525878906,12.48799991607666,WIFI,1,16711680
9511,1c:ec:72:0f:ba:a8,KT_GiGA_BAA5,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS],2022-11-09 05:48:25,11,-75,███████████████,█████████████████,40.900001525878906,12.48799991607666,WIFI,1,16711680
9512,f2:10:d9:f1:4c:a0,Galaxy Note10+ 5G6055,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-11-09 05:48:25,5,-85,██████,███████,40.900001525878906,12.48799991607666,WIFI,1,16711680
9513,70:5d:cc:66:b5:fa,uni1,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS][WPS],2022-11-09 05:48:25,10,-66,██████████████████,█████████,40.900001525878906,12.48799991607666,WIFI,1,16711680
9514,62:09:ce:a5:2c:b7,Noah's Galaxy S22 Ultra,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-11-09 05:48:25,6,-23,███████,███████████,40.900001525878906,12.48799991607666,WIFI,1,16711680
9515,08:5d:dd:fc:97:62,SK_WiFiGIGA9760_5G,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS],2022-11-09 05:48:25,153,-69,████████,███████████,40.900001525878906,12.48799991607666,WIFI,1,16711680
9516,12:07:89:d7:27:c2,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],2022-11-09 05:48:25,44,-68,███████████████,████████,40.900001525878906,12.48799991607666,WIFI,1,16711680
9517,00:07:89:d7:27:c2,KT_GiGA_5G_Wave2_27BE,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS][WPS],2022-11-09 05:48:25,44,-66,██████████████████,██████████████████,40.900001525878906,12.48799991607666,WIFI,1,16711680
9518,08:5d:dd:9f:93:55,????_5G,[WPA-PSK-TKIP+CCMP][WPA2-PSK-TKIP+CCMP][RSN-PSK-TKIP+CCMP][ESS][WPS],2022-11-09 05:48:25,36,-82,██████████,█████████████████,40.900001525878906,12.48799991607666,WIFI,1,16711680
9519,41:e3:dc:13:18:0f,,Uncategorized;10,2022-11-09 05:48:25,7936,-85,█████████████████,███████,40.900001525878906,12.48799991607666,BT,1,16711680
9520,56:8f:c1:13:9c:ff,,Uncategorized;10,2022-11-09 05:48:25,7936,-91,█████████████,█████████,40.900001525878906,12.48799991607666,BT,1,16711680
9521,3e:4f:53:b4:bb:e4,,Uncategorized;10,2022-11-09 05:48:25,7936,-96,████████████,███,40.900001525878906,12.48799991607666,BT,1,16711680
9522,4c:80:c2:ba:aa:4c,,Uncategorized;10,2022-11-09 05:48:25,7936,-69,██████,███████████████████,40.900001525878906,12.48799991607666,BT,1,16711680
9523,70:44:27:38:ae:68,,Uncategorized;10,2022-11-09 05:48:25,7936,-81,███████████████████,███,40.900001525878906,12.48799991607666,BT,1,16711680
9524,6d:3a:67:65:20:be,,Uncategorized;10,2022-11-09 05:48:25,7936,-65,███████████,████████,40.900001525878906,12.48799991607666,BT,1,16711680
9525,5e:2b:ec:3f:f6:d3,,Uncategorized;10,2022-11-09 05:48:25,7936,-86,████████████████,█████████,40.900001525878906,12.48799991607666,BT,1,16711680
9526,4c:c2:11:f5:a2:ee,,Uncategorized;10,2022-11-09 05:48:25,7936,-87,██████████████,█████████████,40.900001525878906,12.48799991607666,BT,1,16711680
9527,40:d7:c2:7d:bf:ce,,Uncategorized;10,2022-11-09 05:48:25,7936,-81,███████████████████,████████,40.900001525878906,12.48799991607666,BT,1,16711680
9528,6f:fb:5e:6d:88:78,,Uncategorized;10,2022-11-09 05:48:25,7936,-95,███,██████████████,40.900001525878906,12.48799991607666,BT,1,16711680
9529,0c:43:14:2e:1f:6b,KHE-1f6b,Uncategorized;10,2022-11-09 05:48:30,7936,-89,███████,███████████████,40.900001525878906,12.48799991607666,BT,1,16711680
9530,70:f3:e3:41:38:9a,,Uncategorized;10,2022-11-09 05:48:30,7936,-95,█████,█████████████████,40.900001525878906,12.48799991607666,BT,1,16711680
9531,22:ec:72:0f:ba:a9,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS],2022-11-09 05:48:30,44,-83,█████████████████,███████,40.900001525878906,12.48799991607666,WIFI,1,16711680
9532,44:78:f7:82:94:d9,,Uncategorized;10,2022-11-09 05:48:30,7936,-86,██████,████████,40.900001525878906,12.48799991607666,BT,1,16711680
9533,53:73:be:b9:e4:04,,Uncategorized;10,2022-11-09 05:48:30,7936,-72,██████,█████,40.900001525878906,12.48799991607666,BT,1,16711680
9534,f2:6f:62:5b:4d:dd,,Uncategorized,2022-11-09 05:48:30,7936,-78,███████████████████,█████,40.900001525878906,12.48799991607666,BT,1,16711680
9535,52:78:4d:83:d6:98,,Uncategorized;10,2022-11-09 05:48:30,7936,-83,██████████,███████████████,40.900001525878906,12.48799991607666,BT,1,16711680
9536,63:11:d8:12:f9:23,,Uncategorized;10,2022-11-09 05:48:30,7936,-94,███,██████████████████,40.900001525878906,12.48799991607666,BT,1,16711680
9537,4e:24:c9:d0:c6:5f,,Uncategorized;10,2022-11-09 05:48:35,7936,-91,███,████████████,40.900001525878906,20.899999618530277,BT,1,16711680
9538,4b:3b:29:3b:44:b1,,Uncategorized;10,2022-11-09 05:48:35,7936,-92,███████████,███████████████████,40.900001525878906,20.899999618530277,BT,1,16711680
9539,65:1b:ee:d6:86:2a,,Uncategorized;10,2022-11-09 05:48:55,7936,-94,████████████,████████████,40.900001525878906,28.100000381469727,BT,1,16711680
9540,65:01:06:22:5a:18,,Uncategorized;10,2022-11-09 05:48:55,7936,-96,██████████,███████████,40.900001525878906,28.100000381469727,BT,1,16711680
9541,40:3a:c9:de:da:cf,,Uncategorized;10,2022-11-09 05:48:55,7936,-80,█████████████,█████████,40.900001525878906,28.100000381469727,BT,1,16711680
9542,3e:4f:53:b4:bb:e4,,Uncategorized;10,2022-11-09 05:48:55,7936,-88,███████████,███████████████,40.900001525878906,28.100000381469727,BT,1,16711680
9543,54:2c:75:35:31:c5,Apple Pencil,Uncategorized;10,2022-11-09 05:48:55,7936,-87,████████████████████,████████████████████,40.900001525878906,28.100000381469727,BT,1,16711680
9544,56:8f:c1:13:9c:ff,,Uncategorized;10,2022-11-09 05:48:55,7936,-84,██████████████,████████████,40.900001525878906,28.100000381469727,BT,1,16711680
9545,79:d5:78:31:80:df,,Uncategorized;10,2022-11-09 05:48:55,7936,-85,███,██████████████████,40.900001525878906,28.100000381469727,BT,1,16711680
9546,51:99:bf:bb:9d:03,,Uncategorized;10,2022-11-09 05:48:55,7936,-75,██████,████████,40.900001525878906,28.100000381469727,BT,1,16711680
9547,c9:a2:30:71:73:3c,Instinct,Uncategorized;12,2022-11-09 05:48:55,7936,-59,█████████████████,████,40.900001525878906,28.100000381469727,BT,1,16711680
9548,50:c5:3f:a5:ba:35,,Uncategorized;10,2022-11-09 05:48:55,7936,-90,███,█████████████████,40.900001525878906,28.100000381469727,BT,1,16711680
9549,58:86:94:61:a7:dc,,[WPA2-PSK-CCMP][RSN-PSK-CCMP][ESS],2022-11-09 05:48:55,149,-89,████████████,██████████████,40.900001525878906,28.100000381469727,WIFI,1,16711680
9550,1c:ec:72:0f:ba:a9,KT_GiGA_5G_BAA5,[WPA2-PSK-CCMP][RSN-PSK-CCMP][WPA-PSK-CCMP][ESS][WPS],2022-11-09 05:48:55,44,-77,███,██████████████,40.900001525878906,28.100000381469727,WIFI,1,16711680
9551,12:07:89:d7:27:c2,,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][RSN-PSK-CCMP+TKIP][ESS],2022-11-09 05:48:55,44,-62,██████,█████████████████,40.900001525878906,28.100000381469727,WIFI,1,16711680
9552,2c:0d:a7:db:09:51,BOOK-R2GGH8NA4T,Laptop;10,2022-11-09 05:49:00,268,-98,████████,████████████████,40.900001525878906,16.195999145507812,BT,1,16711680
9553,42:f0:52:17:63:72,,Uncategorized;10,2022-11-09 05:49:00,7936,-95,██████████████,█████████████████,40.900001525878906,16.195999145507812,BT,1,16711680
